global_capture,point_index,pulse,x_target_nm,y_target_nm,x_nm,y_nm,peak_intensity_mV
,67,2,-1250000,250000,-13176.673228346455,0.0,236.83562992125985
,67,3,-1250000,250000,0.0,0.0,631.7667322834645
,68,1,-1000000,250000,-3764.763779527559,0.0,631.7667322834645
,68,2,-1000000,250000,-7529.527559055118,0.0,236.83562992125985
,68,3,-1000000,250000,0.0,0.0,631.7667322834645
,69,1,-750000,250000,0.0,-3779.527559055118,631.7667322834645
,69,2,-750000,250000,-5647.145669291339,0.0,236.83562992125985
,69,3,-750000,250000,0.0,0.0,631.7667322834645
,70,1,-500000,250000,-1882.3818897637796,0.0,631.7667322834645
,70,2,-500000,250000,-1882.3818897637796,0.0,236.83562992125985
,70,3,-500000,250000,-1882.3818897637796,0.0,631.7667322834645
,71,1,-250000,250000,-7529.527559055118,0.0,631.7667322834645
,71,2,-250000,250000,-9411.909448818898,0.0,236.83562992125985
,71,3,-250000,250000,-3764.763779527559,0.0,631.7667322834645
,72,1,0,250000,-5647.145669291339,-3779.527559055118,631.7667322834645
,72,2,0,250000,-1882.3818897637796,-3779.527559055118,236.83562992125985
,72,3,0,250000,1882.3818897637796,0.0,631.7667322834645
,73,1,250000,250000,0.0,0.0,631.7667322834645
,73,2,250000,250000,-1882.3818897637796,0.0,236.83562992125985
,73,3,250000,250000,-1882.3818897637796,0.0,631.7667322834645
,74,1,500000,250000,0.0,0.0,631.7667322834645
,74,2,500000,250000,-1882.3818897637796,-3779.527559055118,236.83562992125985
,74,3,500000,250000,-3764.763779527559,0.0,552.7189960629921
,75,1,750000,250000,1882.3818897637796,-3779.527559055118,631.7667322834645
,75,2,750000,250000,0.0,0.0,236.83562992125985
,75,3,750000,250000,-1882.3818897637796,0.0,552.7189960629921
,76,1,1000000,250000,-3764.763779527559,0.0,631.7667322834645
,76,2,1000000,250000,0.0,0.0,236.83562992125985
,76,3,1000000,250000,3764.763779527559,0.0,631.7667322834645
,77,1,1250000,250000,0.0,0.0,631.7667322834645
,77,2,1250000,250000,-1882.3818897637796,0.0,236.83562992125985
,77,3,1250000,250000,3764.763779527559,0.0,631.7667322834645
,78,1,-1250000,500000,-3764.763779527559,0.0,631.7667322834645
,78,2,-1250000,500000,0.0,0.0,236.83562992125985
