sample,trigger_mV,x_position_mV,y_position_mV,intensity_mV
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,79.04773622047244,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,79.04773622047244,0.0,0.0,0.0
6,79.04773622047244,0.0,0.0,0.0
7,79.04773622047244,0.0,0.0,0.0
8,0.0,0.0,0.0,-78.74015748031496
9,79.04773622047244,0.0,0.0,0.0
10,79.04773622047244,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,79.04773622047244,0.0,0.0,0.0
14,79.04773622047244,0.0,0.0,0.0
15,0.0,-78.43257874015748,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
19,79.04773622047244,0.0,0.0,0.0
20,0.0,-78.43257874015748,0.0,0.0
21,79.04773622047244,-78.43257874015748,0.0,0.0
22,0.0,0.0,0.0,0.0
23,553.3341535433071,0.0,0.0,0.0
24,869.8326771653543,0.0,-157.48031496062993,0.0
25,1265.3789370078741,-78.43257874015748,0.0,0.0
26,1819.0206692913387,0.0,0.0,0.0
27,1581.5698818897638,-78.43257874015748,0.0,0.0
28,2135.2116141732286,0.0,0.0,0.0
29,2767.9010826771655,0.0,0.0,0.0
30,3163.447342519685,-78.43257874015748,0.0,0.0
31,3954.5398622047246,0.0,0.0,0.0
32,4270.730807086614,0.0,0.0,0.0
33,4824.372539370079,0.0,0.0,0.0
34,5298.966535433071,0.0,0.0,0.0
35,5852.608267716535,0.0,0.0,0.0
36,6010.703740157481,0.0,0.0,78.74015748031496
37,6327.202263779527,0.0,0.0,-78.74015748031496
38,6485.297736220473,0.0,0.0,0.0
39,6643.393208661418,0.0,0.0,0.0
40,6959.891732283465,0.0,0.0,0.0
41,6959.891732283465,0.0,0.0,78.74015748031496
42,7117.98720472441,0.0,0.0,0.0
43,7038.939468503937,0.0,0.0,0.0
44,6880.843996062992,0.0,0.0,0.0
45,6801.796259842519,0.0,0.0,0.0
46,6643.393208661418,0.0,0.0,0.0
47,6406.25,0.0,0.0,0.0
48,6089.751476377953,0.0,0.0,0.0
49,5852.608267716535,0.0,0.0,0.0
