sample,trigger_mV,x_position_mV,y_position_mV,intensity_mV
0,0.0,-78.43257874015748,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,79.04773622047244,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,-78.43257874015748,0.0,-78.74015748031496
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,-78.74015748031496
10,79.04773622047244,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,-78.74015748031496
13,0.0,0.0,0.0,0.0
14,79.04773622047244,0.0,0.0,-78.74015748031496
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,-78.74015748031496
19,0.0,0.0,0.0,0.0
20,79.04773622047244,0.0,0.0,-78.74015748031496
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
24,158.0954724409449,0.0,0.0,0.0
25,948.8804133858267,0.0,0.0,78.74015748031496
26,1027.9281496062993,0.0,0.0,0.0
27,1660.6176181102362,0.0,0.0,157.7878937007874
28,1660.6176181102362,0.0,0.0,236.83562992125985
29,1898.068405511811,0.0,0.0,473.6712598425197
30,2767.9010826771655,0.0,0.0,631.7667322834645
31,3005.3518700787404,-78.43257874015748,0.0,631.7667322834645
32,3638.0413385826773,0.0,0.0,394.62352362204723
33,4033.587598425197,0.0,0.0,78.74015748031496
34,4349.778543307087,0.0,0.0,-315.88336614173227
35,4903.420275590551,0.0,0.0,-631.7667322834645
36,5536.109744094489,0.0,0.0,-789.554625984252
37,5852.608267716535,78.43257874015748,0.0,-710.5068897637796
38,6168.799212598426,-78.43257874015748,0.0,-552.7189960629921
39,6485.297736220473,0.0,0.0,-315.88336614173227
40,6643.393208661418,0.0,0.0,-157.7878937007874
41,6880.843996062992,0.0,0.0,-78.74015748031496
42,6959.891732283465,0.0,0.0,-236.83562992125985
43,6880.843996062992,0.0,0.0,-236.83562992125985
44,7038.939468503937,-78.43257874015748,0.0,-236.83562992125985
45,6880.843996062992,0.0,0.0,-157.7878937007874
46,6959.891732283465,0.0,0.0,-157.7878937007874
47,6801.796259842519,0.0,0.0,-157.7878937007874
48,6643.393208661418,0.0,0.0,-78.74015748031496
49,6327.202263779527,0.0,0.0,-78.74015748031496
