sample,trigger_mV,x_position_mV,y_position_mV,intensity_mV
0,79.04773622047244,0.0,0.0,315.88336614173227
1,-711.7372047244095,0.0,0.0,552.7189960629921
2,-1186.3312007874015,0.0,0.0,710.5068897637796
3,-1502.5221456692914,0.0,0.0,710.5068897637796
4,-1898.068405511811,0.0,0.0,473.6712598425197
5,-2214.259350393701,0.0,0.0,315.88336614173227
6,-2372.662401574803,0.0,0.0,157.7878937007874
7,-2767.9010826771655,0.0,0.0,78.74015748031496
8,-2767.9010826771655,0.0,0.0,157.7878937007874
9,-2767.9010826771655,0.0,0.0,236.83562992125985
10,-2847.256397637795,0.0,0.0,236.83562992125985
11,-2767.9010826771655,0.0,0.0,236.83562992125985
12,-2767.9010826771655,0.0,0.0,157.7878937007874
13,-2609.8056102362207,0.0,0.0,157.7878937007874
14,-2372.662401574803,0.0,0.0,157.7878937007874
15,-2135.2116141732286,0.0,0.0,78.74015748031496
16,-1819.0206692913387,0.0,0.0,0.0
17,-1502.5221456692914,-78.43257874015748,0.0,0.0
18,-1186.3312007874015,0.0,0.0,-157.7878937007874
19,-869.8326771653543,0.0,0.0,-236.83562992125985
20,-474.28641732283467,-78.43257874015748,0.0,-236.83562992125985
21,-158.0954724409449,0.0,0.0,-236.83562992125985
22,237.14320866141733,0.0,0.0,-157.7878937007874
23,632.6894685039371,-78.43257874015748,0.0,-157.7878937007874
24,869.8326771653543,0.0,0.0,-157.7878937007874
25,1186.3312007874015,0.0,0.0,-157.7878937007874
26,1344.4266732283465,-78.43257874015748,0.0,-157.7878937007874
27,1423.474409448819,0.0,0.0,-236.83562992125985
28,1660.6176181102362,0.0,0.0,-315.88336614173227
29,1898.068405511811,0.0,0.0,-236.83562992125985
30,1977.1161417322835,0.0,0.0,-315.88336614173227
31,2056.1638779527557,0.0,0.0,-236.83562992125985
32,1977.1161417322835,-78.43257874015748,0.0,-315.88336614173227
33,1977.1161417322835,0.0,0.0,-236.83562992125985
34,1977.1161417322835,0.0,0.0,-157.7878937007874
35,1739.9729330708662,0.0,0.0,-78.74015748031496
36,1660.6176181102362,-78.43257874015748,0.0,0.0
37,1423.474409448819,-78.43257874015748,0.0,78.74015748031496
38,1186.3312007874015,0.0,0.0,78.74015748031496
39,948.8804133858267,0.0,0.0,78.74015748031496
40,711.7372047244095,0.0,0.0,0.0
41,474.28641732283467,-78.43257874015748,0.0,-78.74015748031496
42,237.14320866141733,0.0,0.0,0.0
43,79.04773622047244,0.0,0.0,-78.74015748031496
44,-237.14320866141733,0.0,0.0,78.74015748031496
45,-395.2386811023622,0.0,0.0,157.7878937007874
46,-632.6894685039371,0.0,0.0,157.7878937007874
47,-869.8326771653543,0.0,0.0,236.83562992125985
48,-948.8804133858267,0.0,0.0,236.83562992125985
49,-1186.3312007874015,0.0,0.0,236.83562992125985
