sample,trigger_mV,x_position_mV,y_position_mV,intensity_mV
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,79.04773622047244,0.0,0.0,0.0
3,79.04773622047244,0.0,0.0,-78.74015748031496
4,0.0,0.0,0.0,0.0
5,0.0,-78.43257874015748,0.0,-78.74015748031496
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,79.04773622047244,0.0,0.0,-78.74015748031496
10,-79.04773622047244,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,79.04773622047244,78.43257874015748,0.0,0.0
13,79.04773622047244,0.0,0.0,0.0
14,79.04773622047244,0.0,0.0,-78.74015748031496
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,79.04773622047244,0.0,0.0,-78.74015748031496
22,0.0,0.0,-157.48031496062993,0.0
23,0.0,0.0,0.0,0.0
24,79.04773622047244,0.0,0.0,0.0
25,948.8804133858267,0.0,0.0,0.0
26,1027.9281496062993,0.0,0.0,0.0
27,1660.6176181102362,0.0,0.0,78.74015748031496
28,1660.6176181102362,0.0,0.0,315.88336614173227
29,1898.068405511811,-78.43257874015748,0.0,473.6712598425197
30,2688.853346456693,-78.43257874015748,0.0,631.7667322834645
31,3005.3518700787404,0.0,0.0,710.5068897637796
32,3558.993602362205,0.0,0.0,394.62352362204723
33,4033.587598425197,78.43257874015748,0.0,78.74015748031496
34,4270.730807086614,0.0,0.0,-236.83562992125985
35,4903.420275590551,-78.43257874015748,0.0,-552.7189960629921
36,5457.062007874016,0.0,0.0,-789.554625984252
37,5773.560531496063,0.0,0.0,-789.554625984252
38,6089.751476377953,0.0,0.0,-631.7667322834645
39,6485.297736220473,0.0,0.0,-315.88336614173227
40,6643.393208661418,0.0,0.0,-157.7878937007874
41,6880.843996062992,0.0,0.0,-157.7878937007874
42,6959.891732283465,0.0,0.0,-157.7878937007874
43,6880.843996062992,-78.43257874015748,0.0,-236.83562992125985
44,6959.891732283465,0.0,0.0,-236.83562992125985
45,6959.891732283465,0.0,0.0,-236.83562992125985
46,6959.891732283465,0.0,0.0,-157.7878937007874
47,6801.796259842519,0.0,0.0,-157.7878937007874
48,6643.393208661418,78.43257874015748,0.0,-78.74015748031496
49,6406.25,0.0,0.0,-78.74015748031496
