sample,trigger_mV,x_position_mV,y_position_mV,intensity_mV
0,79.04773622047244,0.0,0.0,-78.74015748031496
1,0.0,-78.43257874015748,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,-78.74015748031496
4,79.04773622047244,0.0,0.0,0.0
5,79.04773622047244,0.0,0.0,0.0
6,79.04773622047244,0.0,0.0,0.0
7,79.04773622047244,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,79.04773622047244,0.0,0.0,0.0
10,79.04773622047244,0.0,0.0,0.0
11,0.0,-78.43257874015748,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,79.04773622047244,0.0,0.0,0.0
15,79.04773622047244,0.0,0.0,-78.74015748031496
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,79.04773622047244,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,-78.74015748031496
24,158.0954724409449,0.0,0.0,78.74015748031496
25,948.8804133858267,0.0,0.0,-78.74015748031496
26,1027.9281496062993,0.0,0.0,0.0
27,1739.9729330708662,0.0,0.0,157.7878937007874
28,1660.6176181102362,0.0,0.0,315.88336614173227
29,1898.068405511811,-78.43257874015748,0.0,552.7189960629921
30,2767.9010826771655,0.0,0.0,631.7667322834645
31,3084.399606299213,0.0,0.0,552.7189960629921
32,3638.0413385826773,0.0,0.0,394.62352362204723
33,4033.587598425197,0.0,0.0,78.74015748031496
34,4349.778543307087,0.0,0.0,-315.88336614173227
35,5061.823326771653,0.0,0.0,-631.7667322834645
36,5536.109744094489,-78.43257874015748,0.0,-789.554625984252
37,5852.608267716535,0.0,0.0,-710.5068897637796
38,6168.799212598426,0.0,0.0,-552.7189960629921
39,6485.297736220473,0.0,0.0,-236.83562992125985
40,6643.393208661418,78.43257874015748,0.0,-157.7878937007874
41,6959.891732283465,0.0,0.0,-78.74015748031496
42,6880.843996062992,0.0,0.0,-157.7878937007874
43,6880.843996062992,0.0,0.0,-236.83562992125985
44,6959.891732283465,0.0,0.0,-236.83562992125985
45,6880.843996062992,0.0,0.0,-157.7878937007874
46,6959.891732283465,0.0,0.0,-157.7878937007874
47,6801.796259842519,-78.43257874015748,0.0,-157.7878937007874
48,6564.345472440945,0.0,0.0,-78.74015748031496
49,6406.25,0.0,0.0,-78.74015748031496
