global_capture,point_index,pulse,x_target_nm,y_target_nm,x_nm,y_nm,peak_intensity_mV
,26,2,-500000,-750000,-7529.527559055118,-3779.527559055118,0.0
,26,3,-500000,-750000,0.0,0.0,78.74015748031496
,27,1,-250000,-750000,-7529.527559055118,0.0,78.74015748031496
,27,2,-250000,-750000,-1882.3818897637796,0.0,78.74015748031496
,27,3,-250000,-750000,0.0,0.0,78.74015748031496
,28,1,0,-750000,0.0,0.0,78.74015748031496
,28,2,0,-750000,1882.3818897637796,0.0,78.74015748031496
,28,3,0,-750000,0.0,0.0,0.0
,29,1,250000,-750000,-1882.3818897637796,0.0,78.74015748031496
,29,2,250000,-750000,-9411.909448818898,0.0,78.74015748031496
,29,3,250000,-750000,1882.3818897637796,0.0,78.74015748031496
,30,1,500000,-750000,-9411.909448818898,0.0,78.74015748031496
,30,2,500000,-750000,-11294.291338582678,0.0,78.74015748031496
,30,3,500000,-750000,1882.3818897637796,0.0,78.74015748031496
,31,1,750000,-750000,0.0,0.0,0.0
,31,2,750000,-750000,1882.3818897637796,-3779.527559055118,78.74015748031496
,31,3,750000,-750000,3764.763779527559,-3779.527559055118,78.74015748031496
,32,1,1000000,-750000,-1882.3818897637796,0.0,0.0
,32,2,1000000,-750000,-5647.145669291339,0.0,78.74015748031496
,32,3,1000000,-750000,-5647.145669291339,0.0,78.74015748031496
,33,1,1250000,-750000,-1882.3818897637796,0.0,78.74015748031496
,33,2,1250000,-750000,0.0,0.0,78.74015748031496
,33,3,1250000,-750000,1882.3818897637796,0.0,78.74015748031496
,34,1,-1250000,-500000,1882.3818897637796,0.0,78.74015748031496
,34,2,-1250000,-500000,0.0,0.0,0.0
,34,3,-1250000,-500000,-1882.3818897637796,0.0,78.74015748031496
,35,1,-1000000,-500000,0.0,0.0,78.74015748031496
,35,2,-1000000,-500000,-3764.763779527559,-3779.527559055118,78.74015748031496
,35,3,-1000000,-500000,0.0,0.0,78.74015748031496
,36,1,-750000,-500000,-3764.763779527559,0.0,78.74015748031496
,36,2,-750000,-500000,-1882.3818897637796,0.0,78.74015748031496
,36,3,-750000,-500000,5647.145669291339,0.0,0.0
,37,1,-500000,-500000,-1882.3818897637796,0.0,78.74015748031496
,37,2,-500000,-500000,0.0,0.0,78.74015748031496
,37,3,-500000,-500000,-1882.3818897637796,0.0,78.74015748031496
,38,1,-250000,-500000,3764.763779527559,0.0,78.74015748031496
,38,2,-250000,-500000,1882.3818897637796,0.0,78.74015748031496
,38,3,-250000,-500000,-3764.763779527559,0.0,78.74015748031496
,39,1,0,-500000,1882.3818897637796,0.0,78.74015748031496
,39,2,0,-500000,-1882.3818897637796,0.0,78.74015748031496
,39,3,0,-500000,3764.763779527559,-3779.527559055118,78.74015748031496
,40,1,250000,-500000,-3764.763779527559,0.0,78.74015748031496
,40,2,250000,-500000,-3764.763779527559,0.0,78.74015748031496
,40,3,250000,-500000,-5647.145669291339,0.0,78.74015748031496
,41,1,500000,-500000,-5647.145669291339,0.0,78.74015748031496
,41,2,500000,-500000,0.0,0.0,78.74015748031496
,41,3,500000,-500000,0.0,0.0,78.74015748031496
,42,1,750000,-500000,-5647.145669291339,0.0,78.74015748031496
,42,2,750000,-500000,-3764.763779527559,-3779.527559055118,78.74015748031496
,42,3,750000,-500000,-1882.3818897637796,0.0,78.74015748031496
,43,1,1000000,-500000,1882.3818897637796,0.0,78.74015748031496
,43,2,1000000,-500000,0.0,-3779.527559055118,78.74015748031496
,43,3,1000000,-500000,-1882.3818897637796,0.0,78.74015748031496
,44,1,1250000,-500000,5647.145669291339,0.0,78.74015748031496
,44,2,1250000,-500000,0.0,0.0,78.74015748031496
,44,3,1250000,-500000,-1882.3818897637796,0.0,78.74015748031496
,45,1,-1250000,-250000,-3764.763779527559,0.0,0.0
,45,2,-1250000,-250000,-1882.3818897637796,0.0,78.74015748031496
,45,3,-1250000,-250000,0.0,0.0,78.74015748031496
,46,1,-1000000,-250000,0.0,-3779.527559055118,78.74015748031496
,46,2,-1000000,-250000,0.0,-3779.527559055118,78.74015748031496
,46,3,-1000000,-250000,-5647.145669291339,0.0,78.74015748031496
,47,1,-750000,-250000,-1882.3818897637796,0.0,78.74015748031496
,47,2,-750000,-250000,0.0,0.0,78.74015748031496
,47,3,-750000,-250000,-1882.3818897637796,-3779.527559055118,78.74015748031496
,48,1,-500000,-250000,0.0,0.0,78.74015748031496
,48,2,-500000,-250000,-7529.527559055118,0.0,78.74015748031496
,48,3,-500000,-250000,-3764.763779527559,0.0,78.74015748031496
,49,1,-250000,-250000,-1882.3818897637796,0.0,78.74015748031496
,49,2,-250000,-250000,-3764.763779527559,0.0,78.74015748031496
,49,3,-250000,-250000,-1882.3818897637796,0.0,78.74015748031496
,50,1,0,-250000,0.0,0.0,78.74015748031496
,50,2,0,-250000,0.0,0.0,78.74015748031496
,50,3,0,-250000,-7529.527559055118,0.0,78.74015748031496
,51,1,250000,-250000,-3764.763779527559,0.0,78.74015748031496
,51,2,250000,-250000,-1882.3818897637796,0.0,78.74015748031496
,51,3,250000,-250000,-3764.763779527559,0.0,78.74015748031496
,52,1,500000,-250000,5647.145669291339,0.0,78.74015748031496
,52,2,500000,-250000,-3764.763779527559,0.0,78.74015748031496
,52,3,500000,-250000,1882.3818897637796,0.0,78.74015748031496
,53,1,750000,-250000,0.0,0.0,78.74015748031496
,53,2,750000,-250000,-7529.527559055118,-3779.527559055118,78.74015748031496
,53,3,750000,-250000,1882.3818897637796,0.0,78.74015748031496
,54,1,1000000,-250000,-1882.3818897637796,0.0,78.74015748031496
,54,2,1000000,-250000,-1882.3818897637796,0.0,78.74015748031496
,54,3,1000000,-250000,-1882.3818897637796,0.0,78.74015748031496
,55,1,1250000,-250000,-1882.3818897637796,0.0,0.0
,55,2,1250000,-250000,-1882.3818897637796,0.0,78.74015748031496
,55,3,1250000,-250000,-3764.763779527559,0.0,78.74015748031496
,56,1,-1250000,0,-5647.145669291339,0.0,78.74015748031496
,56,2,-1250000,0,-3764.763779527559,0.0,78.74015748031496
,56,3,-1250000,0,-3764.763779527559,0.0,0.0
,57,1,-1000000,0,1882.3818897637796,-3779.527559055118,78.74015748031496
,57,2,-1000000,0,-3764.763779527559,0.0,0.0
,57,3,-1000000,0,0.0,0.0,78.74015748031496
,58,1,-750000,0,-1882.3818897637796,-3779.527559055118,78.74015748031496
,58,2,-750000,0,-3764.763779527559,0.0,78.74015748031496
,58,3,-750000,0,-1882.3818897637796,0.0,78.74015748031496
,59,1,-500000,0,3764.763779527559,0.0,78.74015748031496
,59,2,-500000,0,0.0,0.0,78.74015748031496
,59,3,-500000,0,3764.763779527559,0.0,78.74015748031496
,60,1,-250000,0,5647.145669291339,0.0,78.74015748031496
,60,2,-250000,0,0.0,0.0,78.74015748031496
,60,3,-250000,0,0.0,0.0,78.74015748031496
,61,1,0,0,1882.3818897637796,0.0,0.0
,61,2,0,0,-7529.527559055118,0.0,78.74015748031496
,61,3,0,0,1882.3818897637796,0.0,78.74015748031496
,62,1,250000,0,-1882.3818897637796,0.0,78.74015748031496
,62,2,250000,0,-1882.3818897637796,0.0,78.74015748031496
,62,3,250000,0,0.0,0.0,78.74015748031496
,63,1,500000,0,0.0,0.0,78.74015748031496
,63,2,500000,0,-5647.145669291339,0.0,78.74015748031496
,63,3,500000,0,-1882.3818897637796,0.0,78.74015748031496
,64,1,750000,0,-3764.763779527559,0.0,0.0
,64,2,750000,0,-3764.763779527559,0.0,0.0
,64,3,750000,0,-5647.145669291339,0.0,78.74015748031496
,65,1,1000000,0,-3764.763779527559,-3779.527559055118,78.74015748031496
,65,2,1000000,0,0.0,0.0,78.74015748031496
,65,3,1000000,0,0.0,0.0,78.74015748031496
,66,1,1250000,0,5647.145669291339,0.0,78.74015748031496
,66,2,1250000,0,-3764.763779527559,0.0,78.74015748031496
,66,3,1250000,0,0.0,0.0,78.74015748031496
,67,1,-1250000,250000,-1882.3818897637796,-3779.527559055118,78.74015748031496
,67,2,-1250000,250000,-1882.3818897637796,0.0,78.74015748031496
,67,3,-1250000,250000,0.0,0.0,78.74015748031496
,68,1,-1000000,250000,-3764.763779527559,0.0,78.74015748031496
,68,2,-1000000,250000,-5647.145669291339,0.0,78.74015748031496
,68,3,-1000000,250000,-5647.145669291339,0.0,78.74015748031496
,69,1,-750000,250000,3764.763779527559,0.0,78.74015748031496
,69,2,-750000,250000,-1882.3818897637796,0.0,78.74015748031496
,69,3,-750000,250000,1882.3818897637796,0.0,78.74015748031496
,70,1,-500000,250000,-5647.145669291339,0.0,0.0
,70,2,-500000,250000,-1882.3818897637796,0.0,0.0
,70,3,-500000,250000,1882.3818897637796,0.0,0.0
,71,1,-250000,250000,3764.763779527559,0.0,0.0
,71,2,-250000,250000,-7529.527559055118,0.0,78.74015748031496
,71,3,-250000,250000,0.0,0.0,78.74015748031496
,72,1,0,250000,1882.3818897637796,-3779.527559055118,0.0
,72,2,0,250000,-1882.3818897637796,0.0,78.74015748031496
,72,3,0,250000,-3764.763779527559,-3779.527559055118,78.74015748031496
,73,1,250000,250000,-1882.3818897637796,0.0,78.74015748031496
,73,2,250000,250000,-3764.763779527559,0.0,78.74015748031496
,73,3,250000,250000,-1882.3818897637796,0.0,78.74015748031496
,74,1,500000,250000,1882.3818897637796,0.0,78.74015748031496
,74,2,500000,250000,0.0,0.0,78.74015748031496
,74,3,500000,250000,1882.3818897637796,0.0,78.74015748031496
,75,1,750000,250000,0.0,0.0,0.0
,75,2,750000,250000,-3764.763779527559,-3779.527559055118,78.74015748031496
,75,3,750000,250000,0.0,0.0,78.74015748031496
,76,1,1000000,250000,-1882.3818897637796,0.0,78.74015748031496
,76,2,1000000,250000,-1882.3818897637796,0.0,78.74015748031496
,76,3,1000000,250000,1882.3818897637796,0.0,0.0
,77,1,1250000,250000,-1882.3818897637796,0.0,78.74015748031496
,77,2,1250000,250000,0.0,0.0,78.74015748031496
,77,3,1250000,250000,0.0,0.0,78.74015748031496
,78,1,-1250000,500000,0.0,0.0,78.74015748031496
,78,2,-1250000,500000,-7529.527559055118,0.0,78.74015748031496
,78,3,-1250000,500000,-5647.145669291339,0.0,78.74015748031496
,79,1,-1000000,500000,1882.3818897637796,0.0,0.0
,79,2,-1000000,500000,-1882.3818897637796,0.0,78.74015748031496
,79,3,-1000000,500000,-1882.3818897637796,-3779.527559055118,78.74015748031496
,80,1,-750000,500000,1882.3818897637796,0.0,78.74015748031496
,80,2,-750000,500000,0.0,0.0,78.74015748031496
,80,3,-750000,500000,3764.763779527559,0.0,78.74015748031496
,81,1,-500000,500000,-1882.3818897637796,0.0,78.74015748031496
,81,2,-500000,500000,-3764.763779527559,0.0,0.0
,81,3,-500000,500000,5647.145669291339,0.0,78.74015748031496
,82,1,-250000,500000,-1882.3818897637796,0.0,78.74015748031496
,82,2,-250000,500000,-3764.763779527559,0.0,78.74015748031496
,82,3,-250000,500000,1882.3818897637796,0.0,78.74015748031496
,83,1,0,500000,-1882.3818897637796,0.0,78.74015748031496
,83,2,0,500000,0.0,0.0,78.74015748031496
,83,3,0,500000,-1882.3818897637796,0.0,78.74015748031496
,84,1,250000,500000,-1882.3818897637796,0.0,78.74015748031496
,84,2,250000,500000,-5647.145669291339,0.0,78.74015748031496
,84,3,250000,500000,-1882.3818897637796,0.0,78.74015748031496
,85,1,500000,500000,0.0,0.0,78.74015748031496
,85,2,500000,500000,-3764.763779527559,0.0,78.74015748031496
,85,3,500000,500000,-3764.763779527559,0.0,0.0
,86,1,750000,500000,-3764.763779527559,0.0,78.74015748031496
,86,2,750000,500000,-5647.145669291339,0.0,78.74015748031496
,86,3,750000,500000,0.0,0.0,78.74015748031496
,87,1,1000000,500000,-3764.763779527559,0.0,78.74015748031496
,87,2,1000000,500000,-3764.763779527559,0.0,78.74015748031496
,87,3,1000000,500000,0.0,0.0,0.0
,88,1,1250000,500000,0.0,0.0,78.74015748031496
,88,2,1250000,500000,0.0,0.0,78.74015748031496
,88,3,1250000,500000,0.0,0.0,0.0
,89,1,-1250000,750000,3764.763779527559,0.0,78.74015748031496
,89,2,-1250000,750000,1882.3818897637796,-3779.527559055118,78.74015748031496
,89,3,-1250000,750000,1882.3818897637796,0.0,78.74015748031496
,90,1,-1000000,750000,-1882.3818897637796,0.0,0.0
,90,2,-1000000,750000,-1882.3818897637796,0.0,78.74015748031496
,90,3,-1000000,750000,-3764.763779527559,0.0,78.74015748031496
,91,1,-750000,750000,-3764.763779527559,-3779.527559055118,0.0
,91,2,-750000,750000,-1882.3818897637796,-3779.527559055118,78.74015748031496
,91,3,-750000,750000,0.0,0.0,0.0
,92,1,-500000,750000,-3764.763779527559,0.0,78.74015748031496
,92,2,-500000,750000,-1882.3818897637796,0.0,78.74015748031496
,92,3,-500000,750000,-3764.763779527559,0.0,78.74015748031496
,93,1,-250000,750000,3764.763779527559,0.0,78.74015748031496
,93,2,-250000,750000,-1882.3818897637796,0.0,78.74015748031496
,93,3,-250000,750000,0.0,0.0,78.74015748031496
,94,1,0,750000,0.0,-7559.055118110236,78.74015748031496
,94,2,0,750000,-1882.3818897637796,0.0,78.74015748031496
,94,3,0,750000,1882.3818897637796,0.0,78.74015748031496
,95,1,250000,750000,0.0,0.0,78.74015748031496
,95,2,250000,750000,-11294.291338582678,0.0,78.74015748031496
,95,3,250000,750000,-1882.3818897637796,0.0,78.74015748031496
,96,1,500000,750000,-3764.763779527559,0.0,78.74015748031496
,96,2,500000,750000,0.0,-3779.527559055118,78.74015748031496
,96,3,500000,750000,-3764.763779527559,0.0,78.74015748031496
,97,1,750000,750000,-7529.527559055118,0.0,78.74015748031496
,97,2,750000,750000,-5647.145669291339,0.0,78.74015748031496
,97,3,750000,750000,-3764.763779527559,0.0,0.0
,98,1,1000000,750000,-3764.763779527559,-3779.527559055118,78.74015748031496
,98,2,1000000,750000,-1882.3818897637796,-3779.527559055118,78.74015748031496
,98,3,1000000,750000,0.0,-7559.055118110236,78.74015748031496
,99,1,1250000,750000,-1882.3818897637796,0.0,78.74015748031496
,99,2,1250000,750000,-3764.763779527559,0.0,78.74015748031496
,99,3,1250000,750000,-3764.763779527559,0.0,78.74015748031496
,100,1,-1250000,1000000,1882.3818897637796,0.0,78.74015748031496
,100,2,-1250000,1000000,-5647.145669291339,0.0,78.74015748031496
,100,3,-1250000,1000000,-5647.145669291339,0.0,78.74015748031496
,101,1,-1000000,1000000,-5647.145669291339,0.0,78.74015748031496
,101,2,-1000000,1000000,-3764.763779527559,0.0,78.74015748031496
,101,3,-1000000,1000000,0.0,-3779.527559055118,78.74015748031496
,102,1,-750000,1000000,1882.3818897637796,0.0,78.74015748031496
,102,2,-750000,1000000,-3764.763779527559,0.0,78.74015748031496
,102,3,-750000,1000000,-1882.3818897637796,0.0,78.74015748031496
,103,1,-500000,1000000,-1882.3818897637796,0.0,0.0
,103,2,-500000,1000000,-5647.145669291339,0.0,0.0
,103,3,-500000,1000000,-1882.3818897637796,0.0,78.74015748031496
,104,1,-250000,1000000,3764.763779527559,0.0,78.74015748031496
,104,2,-250000,1000000,-1882.3818897637796,0.0,78.74015748031496
,104,3,-250000,1000000,1882.3818897637796,0.0,78.74015748031496
,105,1,0,1000000,0.0,0.0,78.74015748031496
,105,2,0,1000000,-3764.763779527559,0.0,78.74015748031496
,105,3,0,1000000,0.0,0.0,78.74015748031496
,106,1,250000,1000000,0.0,0.0,78.74015748031496
,106,2,250000,1000000,-1882.3818897637796,0.0,78.74015748031496
,106,3,250000,1000000,-1882.3818897637796,-3779.527559055118,0.0
,107,1,500000,1000000,-1882.3818897637796,0.0,78.74015748031496
,107,2,500000,1000000,-1882.3818897637796,-3779.527559055118,78.74015748031496
,107,3,500000,1000000,-1882.3818897637796,0.0,78.74015748031496
,108,1,750000,1000000,0.0,0.0,78.74015748031496
,108,2,750000,1000000,3764.763779527559,0.0,78.74015748031496
,108,3,750000,1000000,-3764.763779527559,0.0,78.74015748031496
,109,1,1000000,1000000,1882.3818897637796,0.0,78.74015748031496
,109,2,1000000,1000000,-5647.145669291339,0.0,78.74015748031496
,109,3,1000000,1000000,1882.3818897637796,0.0,78.74015748031496
,110,1,1250000,1000000,0.0,0.0,78.74015748031496
,110,2,1250000,1000000,-3764.763779527559,0.0,78.74015748031496
,110,3,1250000,1000000,1882.3818897637796,-3779.527559055118,78.74015748031496
,111,1,-1250000,1250000,-5647.145669291339,0.0,0.0
,111,2,-1250000,1250000,-5647.145669291339,0.0,78.74015748031496
,111,3,-1250000,1250000,0.0,-3779.527559055118,78.74015748031496
,112,1,-1000000,1250000,-3764.763779527559,-3779.527559055118,78.74015748031496
,112,2,-1000000,1250000,-3764.763779527559,0.0,78.74015748031496
,112,3,-1000000,1250000,-3764.763779527559,0.0,78.74015748031496
,113,1,-750000,1250000,-5647.145669291339,0.0,78.74015748031496
,113,2,-750000,1250000,-3764.763779527559,0.0,78.74015748031496
,113,3,-750000,1250000,-3764.763779527559,0.0,78.74015748031496
,114,1,-500000,1250000,-1882.3818897637796,-3779.527559055118,78.74015748031496
,114,2,-500000,1250000,-3764.763779527559,0.0,78.74015748031496
,114,3,-500000,1250000,-5647.145669291339,0.0,78.74015748031496
,115,1,-250000,1250000,-5647.145669291339,0.0,78.74015748031496
,115,2,-250000,1250000,-1882.3818897637796,0.0,78.74015748031496
,115,3,-250000,1250000,-3764.763779527559,0.0,78.74015748031496
,116,1,0,1250000,-5647.145669291339,-3779.527559055118,78.74015748031496
,116,2,0,1250000,-7529.527559055118,0.0,78.74015748031496
,116,3,0,1250000,-3764.763779527559,0.0,78.74015748031496
,117,1,250000,1250000,-1882.3818897637796,0.0,78.74015748031496
,117,2,250000,1250000,0.0,0.0,78.74015748031496
,117,3,250000,1250000,-3764.763779527559,0.0,78.74015748031496
,118,1,500000,1250000,-3764.763779527559,0.0,78.74015748031496
,118,2,500000,1250000,-7529.527559055118,0.0,78.74015748031496
,118,3,500000,1250000,0.0,0.0,78.74015748031496
,119,1,750000,1250000,0.0,0.0,78.74015748031496
,119,2,750000,1250000,-1882.3818897637796,0.0,78.74015748031496
,119,3,750000,1250000,-7529.527559055118,0.0,78.74015748031496
,120,1,1000000,1250000,-3764.763779527559,0.0,78.74015748031496
,120,2,1000000,1250000,1882.3818897637796,0.0,78.74015748031496
,120,3,1000000,1250000,0.0,0.0,78.74015748031496
,121,1,1250000,1250000,1882.3818897637796,0.0,0.0
,121,2,1250000,1250000,-5647.145669291339,0.0,78.74015748031496
,121,3,1250000,1250000,-7529.527559055118,0.0,78.74015748031496
